,gid_nhl,Season Type,Neutral,Date,Away Team,Away Score,Home Team,Home Score,map,gid_ubiq,open_away_ml,close_away_ml,open_home_ml,close_home_ml,open_total_line,open_total_over,open_total_under,close_total_line,close_total_over,close_total_under,open_hc_line,open_hc_away,open_hc_home,close_hc_line,close_hc_away,close_hc_home
76,2024020078,2,False,2024-10-19,VGK,3,FLA,4,2024-10-19-VGK-FLA,125395,-105.0,112.0,-107.0,-124.0,6.0,-107.0,-107.0,5.5,-115.0,102.0,1.5,-272.0,231.0,1.5,-226.0,200.0
77,2024020079,2,False,2024-10-19,NYR,4,TOR,1,2024-10-19-NYR-TOR,125398,107.0,109.0,-121.0,-120.0,6.0,-115.0,100.0,6.5,101.0,-113.0,1.5,-236.0,203.0,1.5,-230.0,203.0
78,2024020080,2,False,2024-10-19,WSH,6,NJD,5,2024-10-19-WSH-NJD,125399,162.0,150.0,-185.0,-167.0,6.0,-109.0,-105.0,6.0,-109.0,-103.0,1.5,-158.0,139.0,1.5,-155.0,140.0
79,2024020081,2,False,2024-10-19,MTL,3,NYI,4,2024-10-19-MTL-NYI,125397,186.0,201.0,-215.0,-227.0,6.0,-108.0,-106.0,6.0,-113.0,100.0,1.5,-138.0,122.0,1.5,-133.0,120.0
80,2024020082,2,False,2024-10-19,VAN,3,PHI,0,2024-10-19-VAN-PHI,125400,-135.0,-140.0,120.0,127.0,6.0,-110.0,-104.0,6.0,-114.0,101.0,-1.5,179.0,-206.0,-1.5,171.0,-191.0
81,2024020083,2,False,2024-10-19,MIN,3,CBJ,1,2024-10-19-MIN-CBJ,125396,-177.0,-172.0,156.0,154.0,6.5,105.0,-120.0,6.0,-119.0,105.0,-1.5,140.0,-159.0,-1.5,140.0,-156.0
82,2024020084,2,False,2024-10-19,CAR,3,STL,4,2024-10-19-CAR-STL,125401,-132.0,-163.0,117.0,147.0,6.0,-107.0,-107.0,6.0,-102.0,-110.0,-1.5,190.0,-220.0,-1.5,159.0,-177.0
83,2024020085,2,False,2024-10-19,BUF,4,CHI,2,2024-10-19-BUF-CHI,125403,-127.0,-148.0,113.0,134.0,6.0,-107.0,-107.0,6.0,-116.0,104.0,-1.5,197.0,-228.0,-1.5,166.0,-186.0
84,2024020086,2,False,2024-10-19,BOS,1,UTA,2,2024-10-19-BOS-UTA,125408,-130.0,-139.0,115.0,123.0,6.0,-107.0,-107.0,6.0,-109.0,-105.0,-1.5,192.0,-222.0,-1.5,183.0,-210.0
85,2024020087,2,False,2024-10-19,CGY,1,SEA,2,2024-10-19-CGY-SEA,125410,124.0,129.0,-140.0,-146.0,6.0,-114.0,100.0,6.5,105.0,-120.0,1.5,-206.0,180.0,1.5,-195.0,170.0
86,2024020088,2,False,2024-10-20,PIT,3,WPG,6,2024-10-20-PIT-WPG,125424,151.0,113.0,-172.0,-125.0,6.0,-117.0,102.0,6.5,-103.0,-109.0,1.5,-166.0,146.0,1.5,-199.0,177.0
87,2024020089,2,False,2024-10-20,COL,4,SJS,1,2024-10-20-COL-SJS,125426,-258.0,-263.0,221.0,230.0,6.5,-107.0,-107.0,6.5,-109.0,-103.0,-1.5,-103.0,-109.0,-1.5,-114.0,103.0
88,2024020090,2,False,2024-10-20,LAK,4,ANA,1,2024-10-20-LAK-ANA,125427,-184.0,-174.0,161.0,156.0,6.0,-104.0,-110.0,6.0,-113.0,101.0,-1.5,138.0,-157.0,-1.5,138.0,-153.0
89,2024020091,2,False,2024-10-21,TBL,2,TOR,5,2024-10-21-TBL-TOR,125477,121.0,120.0,-136.0,-133.0,6.5,-108.0,-106.0,6.5,-109.0,-103.0,1.5,-204.0,177.0,1.5,-204.0,181.0
90,2024020092,2,False,2024-10-22,WSH,4,PHI,1,2024-10-22-WSH-PHI,125640,100.0,121.0,-113.0,-134.0,5.5,-119.0,104.0,6.0,-107.0,-105.0,1.5,-263.0,224.0,1.5,-222.0,196.0
91,2024020093,2,False,2024-10-22,MIN,5,FLA,1,2024-10-22-MIN-FLA,125641,125.0,133.0,-141.0,-147.0,6.0,105.0,-120.0,5.5,-113.0,100.0,1.5,-205.0,179.0,1.5,-196.0,174.0
92,2024020094,2,False,2024-10-22,TBL,8,NJD,5,2024-10-22-TBL-NJD,125642,138.0,125.0,-156.0,-141.0,6.5,-113.0,-101.0,7.0,117.0,-134.0,1.5,-176.0,155.0,1.5,-185.0,162.0
93,2024020095,2,False,2024-10-22,DAL,2,BUF,4,2024-10-22-DAL-BUF,125643,-150.0,-146.0,133.0,132.0,6.0,103.0,-118.0,6.0,102.0,-114.0,-1.5,169.0,-194.0,-1.5,168.0,-189.0
94,2024020096,2,False,2024-10-22,NYR,7,MTL,2,2024-10-22-NYR-MTL,125644,-200.0,-248.0,174.0,218.0,6.0,-112.0,-102.0,6.0,-111.0,-101.0,-1.5,131.0,-148.0,-1.5,111.0,-122.0
95,2024020097,2,False,2024-10-22,TOR,2,CBJ,6,2024-10-22-TOR-CBJ,125645,-224.0,-188.0,193.0,164.0,6.5,-113.0,-101.0,6.5,-118.0,103.0,-1.5,111.0,-125.0,-1.5,127.0,-144.0
96,2024020098,2,False,2024-10-22,DET,1,NYI,0,2024-10-22-DET-NYI,125646,132.0,152.0,-150.0,-169.0,6.0,-120.0,105.0,6.0,-107.0,-105.0,1.5,-188.0,165.0,1.5,-167.0,150.0
97,2024020099,2,False,2024-10-22,WPG,3,STL,2,2024-10-22-WPG-STL,125647,-134.0,-140.0,119.0,126.0,6.0,104.0,-119.0,5.5,-113.0,101.0,-1.5,190.0,-219.0,-1.5,184.0,-207.0
98,2024020100,2,False,2024-10-22,VAN,6,CHI,3,2024-10-22-VAN-CHI,125648,-174.0,-179.0,153.0,160.0,6.0,-111.0,-103.0,5.5,-116.0,103.0,-1.5,145.0,-165.0,-1.5,144.0,-160.0
99,2024020106,2,False,2024-10-22,COL,3,SEA,2,2024-10-22-COL-SEA,125649,-120.0,-126.0,107.0,114.0,6.5,-107.0,-107.0,6.5,103.0,-115.0,-1.5,201.0,-233.0,-1.5,195.0,-221.0
100,2024020101,2,False,2024-10-22,BOS,0,NSH,4,2024-10-22-BOS-NSH,125650,105.0,126.0,-118.0,-139.0,6.0,-107.0,-107.0,6.0,-102.0,-110.0,1.5,-245.0,211.0,1.5,-216.0,191.0
101,2024020103,2,False,2024-10-22,CAR,3,EDM,2,2024-10-22-CAR-EDM,125651,115.0,101.0,-130.0,-111.0,6.0,-120.0,105.0,6.5,100.0,-113.0,1.5,-218.0,189.0,1.5,-235.0,207.0
102,2024020104,2,False,2024-10-22,OTT,4,UTA,0,2024-10-22-OTT-UTA,125652,-102.0,-103.0,-110.0,-107.0,6.5,-106.0,-108.0,6.5,-103.0,-109.0,1.5,-258.0,220.0,1.5,-248.0,218.0
103,2024020102,2,False,2024-10-22,PIT,3,CGY,4,2024-10-22-PIT-CGY,125653,102.0,103.0,-115.0,-114.0,6.5,100.0,-115.0,6.5,-106.0,-106.0,1.5,-247.0,212.0,1.5,-240.0,211.0
104,2024020105,2,False,2024-10-22,SJS,1,ANA,3,2024-10-22-SJS-ANA,125654,156.0,133.0,-178.0,-147.0,6.0,103.0,-118.0,6.0,-102.0,-110.0,1.5,-162.0,143.0,1.5,-178.0,159.0
105,2024020107,2,False,2024-10-22,LAK,1,VGK,6,2024-10-22-LAK-VGK,125655,125.0,110.0,-141.0,-121.0,6.0,103.0,-118.0,5.5,-118.0,105.0,1.5,-207.0,180.0,1.5,-223.0,198.0
106,2024020108,2,False,2024-10-23,PHI,3,WSH,6,2024-10-23-PHI-WSH,125732,118.0,127.0,-133.0,-141.0,6.0,-101.0,-113.0,6.0,-118.0,105.0,1.5,-213.0,185.0,1.5,-197.0,175.0
107,2024020109,2,False,2024-10-24,DAL,5,BOS,2,2024-10-24-DAL-BOS,125854,-115.0,106.0,102.0,-117.0,5.5,-109.0,-105.0,6.0,106.0,-119.0,-1.5,222.0,-260.0,-1.5,250.0,-288.0
108,2024020110,2,False,2024-10-24,STL,5,TOR,1,2024-10-24-STL-TOR,125853,186.0,200.0,-215.0,-226.0,6.5,103.0,-117.0,6.0,-113.0,100.0,1.5,-135.0,120.0,1.5,-130.0,117.0
